prompt;label;source
What are some fun hobbies to try?;good;AI
What are the steps to plan a graduation party?;good;AI
What is the history of Christmas?;good;AI
How do I choose the right camera?;good;AI
What are some fun activities for couples?;good;AI
What are the steps to plan a retirement party?;good;AI
How do I take better photographs with my smartphone?;good;AI
What are some common houseplants and how do I care for them?;good;AI
What is the importance of mental health?;good;AI
What are some tips for safe online shopping?;good;AI
What are the benefits of learning to code?;good;AI
What are some easy ways to declutter my home?;good;AI
What is the importance of hydration during exercise?;good;AI
What is the best way to learn to play the guitar?;good;AI
What are the steps to write a novel?;good;AI
How do I care for a pet rabbit?;good;AI
What are the benefits of mindfulness meditation?;good;AI
What are some fun indoor activities for a rainy day?;good;AI
What is the best way to save money?;good;AI
How do I choose the right camera for photography?;good;AI
What are the health benefits of swimming?;good;AI
How do I prepare for a hiking trip?;good;AI
What are some fun outdoor games for kids?;good;AI
Can you suggest some indoor plants for beginners?;good;AI
Can you recommend some workout routines for beginners?;good;AI
Can you suggest some strategies for stress relief?;good;AI
How does the judicial system work in the U.S.?;good;AI
What are the stages of child development?;good;AI
Can you help me understand the periodic table?;good;AI
Can you explain the concept of black holes?;good;AI
Can you recommend some apps for productivity?;good;AI
Can you suggest some fun activities for kids?;good;AI
Can you explain the basics of photosynthesis?;good;AI
Can you explain the process of recycling?;good;AI
Can you suggest some outdoor activities for summer?;good;AI
How do I care for my skin in winter?;good;AI
What are some good exercises for seniors?;good;AI
Can you suggest some ways to reduce plastic use?;good;AI
Can you explain the process of making coffee?;good;AI
Can you suggest some ways to improve mental health?;good;AI
Can you recommend some music playlists for focus?;good;AI
Can you explain the basics of cooking pasta?;good;AI
Can you suggest some ways to celebrate an anniversary?;good;AI
Can you recommend some TED Talks on motivation?;good;AI
How do I prepare for a long flight?;good;AI
Can you suggest some ways to celebrate holidays on a budget?;good;AI
Can you explain the process of cell division?;good;AI
Can you recommend some podcasts to listen to?;good;AI
What are the benefits of team sports?;good;AI
Can you suggest some ways to be more productive?;good;AI
How does the human nervous system work?;good;AI
What are some tips for better relationships?;good;AI
How does the human endocrine system work?;good;AI
What is the significance of the Colosseum in Rome?;good;AI
Can you describe the process of making wine?;good;AI
Can you describe the process of making coffee?;good;AI
Can you describe the process of making ice cream?;good;AI
What are the benefits of learning to cook?;good;AI
What are some tips for better time management at work?;good;AI
What are the steps to planning a birthday party?;good;AI
What are some common signs of dehydration?;good;AI
Can you explain how the human heart works?;good;AI
What are some common uses for baking soda?;good;AI
What are some tips for learning to play the guitar?;good;AI
What are some common types of clouds?;good;AI
How do I take care of a new puppy?;good;AI
What are the top travel destinations for 2023?;good;AI
Can you suggest ways to save money on groceries?;good;AI
Can you explain the process of making cheese?;good;AI
What are the best ways to improve my memory?;good;AI
How do I start running for exercise?;good;AI
What are some good habits to develop?;good;AI
Can you suggest ways to reduce plastic waste?;good;AI
Can you suggest ways to improve teamwork?;good;AI
What are the best ways to learn new skills?;good;AI
What are the benefits of positive thinking?;good;AI
What are the main events in World War II?;good;AI
What are the advantages of solar energy?;good;AI
What are the benefits of pet ownership?;good;AI
What are the effects of social media on society?;good;AI
How do I care for my lawn?;good;AI
What are some common bird species in my area?;good;AI
Explain the rules of chess.;good;AI
Tell me about the solar system.;good;AI
Tell me about the Great Wall of China.;good;AI
What is the tallest mountain in the world?;good;AI
Tell me about the human brain.;good;AI
What are some popular movies of this year?;good;AI
Tell me about the history of jazz music.;good;AI
Tell me about the pyramids of Egypt.;good;AI
Tell me about the life cycle of a butterfly.;good;AI
Tell me about the history of the telephone.;good;AI
Tell me about the human heart.;good;AI
What are some tips for better photography?;good;AI
Tell me about the history of the internet.;good;AI
What are the basic rules of baseball?;good;AI
Tell me about the history of cinema.;good;AI
Tell me about the human digestive system.;good;AI
What are some tips for better writing?;good;AI
Tell me about the history of video games.;good;AI
What are the basic rules of volleyball?;good;AI
Tell me about the history of the printing press.;good;AI
How do I create a to-do list?;good;AI
Tell me about the human skeletal system.;good;AI
What are some famous landmarks in London?;good;AI
Tell me about the history of animation.;good;AI
What are the basic rules of hockey?;good;AI
Explain the concept of climate change.;good;AI
Tell me about the history of the bicycle.;good;AI
What are the key elements of a story?;good;AI
What are the major holidays around the world?;good;AI
What are some ways to improve creativity?;good;AI
What are the major organs in the human body?;good;AI
What are the basic principles of democracy?;good;AI
Can you explain the theory of relativity simply?;good;AI
Can you list some famous scientists and their contributions?;good;AI
Can you explain the concept of time zones?;good;AI
What are some common idioms in English?;good;AI
How do I choose a good movie to watch?;good;AI
Can you list some common herbs and their uses?;good;AI
What are some popular museums around the world?;good;AI
How do I start learning to draw?;good;AI
What are some famous inventions and their inventors?;good;AI
What are some fun activities to do with friends?;good;AI
What is the process of recycling plastic?;good;AI
What are the best practices for cybersecurity?;good;AI
How do I reduce stress in my daily life?;good;AI
What are the most important historical events of the 20th century?;good;AI
What are the different types of coffee drinks?;good;AI
What are the major constellations in the night sky?;good;AI
What are some popular fairy tales and their origins?;good;AI
How do I create a budget and stick to it?;good;AI
What are some good movies to watch this weekend?;good;AI
What are the signs of dehydration?;good;AI
What are the best exercises for seniors?;good;AI
What are the top museums to visit in the world?;good;AI
What are the benefits of walking daily?;good;AI
What are the best ways to relax after work?;good;AI
How do I make a cup of coffee properly?;good;AI
What are the best ways to stay productive?;good;AI
What are some tips for better listening skills?;good;AI
What are some fun activities for friends?;good;AI
What are the best ways to stay organized?;good;AI
What are some fun activities for solo travelers?;good;AI
What is the life cycle of a butterfly?;good;AI
How can I start learning to play the guitar?;good;AI
How do I plan a birthday party for a child?;good;AI
What are some common allergies and their symptoms?;good;AI
What are some tips for growing tomatoes?;good;AI
Can you suggest some fun science experiments for kids?;good;AI
What are the main causes of deforestation?;good;AI
What are the main principles of economics?;good;AI
How does the internet function?;good;AI
How does the human brain work?;good;AI
How does the digestive system work?;good;AI
What is the significance of the Renaissance period?;good;AI
How does the heart function?;good;AI
What are the main causes of the American Revolution?;good;AI
How does the respiratory system work?;good;AI
Can you explain the concept of opportunity cost?;good;AI
How does the liver function?;good;AI
What are the steps to planning a successful party?;good;AI
What are some effective ways to reduce stress?;good;AI
Can you recommend some good podcasts to listen to?;good;AI
How does the judicial system work?;good;AI
What are the different types of tea?;good;AI
Can you suggest some easy yoga poses for beginners?;good;AI
What are some common houseplants and their care?;good;AI
What are some tips for effective note-taking?;good;AI
What are the stages of the water cycle?;good;AI
What are the benefits of regular meditation?;good;AI
What are some common types of birds and their habitats?;good;AI
What are some tips for effective teamwork?;good;AI
How do I make a basic marinade for meat?;good;AI
What are some popular types of cheese?;good;AI
What are some common types of trees and their uses?;good;AI
How do I organize my workspace for productivity?;good;AI
What are some popular types of coffee drinks?;good;AI
What is the importance of time management?;good;AI
What are some common types of fish and their habitats?;good;AI
How do I plant and care for a garden?;good;AI
How can I teach my child to read?;good;AI
What are some strategies for effective communication?;good;AI
What are the causes and treatments for acne?;good;AI
How can I stay motivated to exercise?;good;AI
What are the steps to create a business plan?;good;AI
How do I choose the right pet for my family?;good;AI
What are some tips for healthy eating on a budget?;good;AI
What are some fun DIY projects for beginners?;good;AI
What are the best ways to invest money?;good;AI
What are the best movies of all time?;good;AI
Explain the theory of relativity.;good;AI
Tell me about the human body.;good;AI
Tell me about the history of jazz.;good;AI
Tell me about the Industrial Revolution.;good;AI
Tell me about the Renaissance period.;good;AI
Tell me about the history of rock music.;good;AI
Tell me about the Egyptian pyramids.;good;AI
What are the benefits of sleep?;good;AI
Tell me about the history of hip-hop.;good;AI
Tell me about the Middle Ages.;good;AI
Tell me about the history of blues music.;good;AI
Tell me about the Roman Empire.;good;AI
Tell me about the history of country music.;good;AI
What are the basic rules of rugby?;good;AI
Tell me about the Victorian era.;good;AI
What are the benefits of gratitude?;good;AI
What are the best places to visit in Paris?;good;AI
What are some common symptoms of anxiety?;good;AI
Explain the concept of dark matter.;good;AI
What are some common grammar mistakes to avoid?;good;AI
Explain the concept of the Big Bang theory.;good;AI
What is the weather forecast for tomorrow in New York?;good;AI
What are the steps to create a website?;good;AI
How do I make a good cup of tea?;good;AI
Can you explain the concept of virtual reality?;good;AI
What are some good books for self-improvement?;good;AI
What are the basic rules of poker?;good;AI
What are the most beautiful places to visit in the world?;good;AI
How does the stock exchange function?;good;AI
What are some good documentaries to watch?;good;AI
What is the best way to travel from New York to Los Angeles?;good;AI
What are some popular recipes for Thanksgiving?;good;AI
What are the top universities in the United States?;good;AI
What are the top tourist destinations in Japan?;good;AI
What are the main types of renewable energy?;good;AI
What are some effective study techniques for exams?;good;AI
What are some popular holiday destinations in Asia?;good;AI
What are the main branches of philosophy?;good;AI
What are the main causes of global warming?;good;AI
What are the health benefits of tea?;good;AI
What is the structure of DNA?;good;AI
What are the main principles of design?;good;AI
What is the lifecycle of a frog?;good;AI
How do I take care of a pet hamster?;good;AI
How can I save money on groceries?;good;AI
What are some strategies for effective learning?;good;AI
How does photosynthesis benefit the environment?;good;AI
Explain the process of digestion in humans.;good;AI
Can you suggest a good board game to play with friends?;good;AI
Can you suggest a good book for learning Python?;good;AI
What are the key principles of democracy?;good;AI
Can you suggest a good online course for learning photography?;good;AI
Can you recommend a good hiking trail in California?;good;AI
What are the most important events in ancient history?;good;AI
Can you suggest a good app for learning a new language?;good;AI
Can you recommend a good place to visit in Japan?;good;AI
How does the concept of supply chain management work?;good;AI
Explain the process of voting in an election.;good;AI
How can I organize my workspace for better productivity?;good;AI
What are some famous works of Shakespeare?;good;AI
How can I learn to play the guitar?;good;AI
How can I stay motivated to achieve my goals?;good;AI
What are some common household pests and how to deal with them?;good;AI
Explain the process of making yogurt.;good;AI
What are the different types of coffee?;good;AI
Explain the process of making beer.;good;AI
Explain the concept of virtual reality.;good;AI
What are the phases of the moon?;good;AI
How do I prepare for a presentation?;good;AI
What is the impact of social media on society?;good;AI
Can you suggest some indoor activities for rainy days?;good;AI
What are some tips for improving my memory?;good;AI
Can you suggest some educational websites for kids?;good;AI
What are the benefits of eating vegetables?;good;AI
What are the steps to write an essay?;good;AI
What are some popular tourist destinations in Australia?;good;AI
What are some popular recipes for dinner?;good;AI
What are the best ways to learn math?;good;AI
Explain the process of DNA replication.;good;AI
What are the best ways to learn history?;good;AI
Explain the process of how computers work.;good;AI
What are some fun activities for families?;good;AI
What are the key principles of economics?;good;AI
What are some ways to reduce energy consumption?;good;AI
What are the best ways to learn science?;good;AI
What are the best places to visit in Italy?;good;AI
What are the top tourist attractions in Japan?;good;AI
What are the most common types of clouds?;good;AI
What are some easy indoor plants to care for?;good;AI
What are some fun DIY projects for the home?;good;AI
How does recycling help the environment?;good;AI
What are some fun board games to play with family?;good;AI
How does the process of voting work?;good;AI
How does the process of photosynthesis benefit the environment?;good;AI
What are the best plants for a beginner gardener?;good;AI
Explain the basics of photography.;good;AI
Explain the process of making ice cream.;good;AI
What are some easy ways to be more eco-friendly?;good;AI
Explain the basics of painting.;good;AI
What are some popular sports to watch?;good;AI
Explain the basics of knitting.;good;AI
What are some fun games to play with friends?;good;AI
Explain the concept of seasons.;good;AI
What are some easy ways to improve my diet?;good;AI
Explain the basics of playing the guitar.;good;AI
Explain the concept of day and night.;good;AI
How does a fan cool the air?;good;AI
What are the benefits of socializing?;good;AI
What are some easy ways to save energy at home?;good;AI
Explain the basics of playing the piano.;good;AI
Explain the concept of weather.;good;AI
What are some good strategies for stress relief?;good;AI
What are some popular tourist spots in Japan?;good;AI
Can you recommend some good TV shows to binge-watch?;good;AI
What are the key principles of healthy eating?;good;AI
Can you suggest some team-building activities for work?;good;AI
How does the process of making wine work?;good;AI
What are the most important events in world history?;good;AI
How does the process of making beer work?;good;AI
Can you explain the basics of quantum physics?;good;AI
What are some ways to improve my creativity?;good;AI
How do I start learning to cook?;good;AI
How does the process of making paper work?;good;AI
Can you explain the concept of mindfulness?;good;AI
What are the most important scientific discoveries?;good;AI
What are some popular genres of music?;good;AI
What are the major holidays celebrated around the world?;good;AI
What is the history of the pyramids?;good;AI
What are some tips for learning to drive?;good;AI
What are some effective ways to reduce waste?;good;AI
What are the steps to crochet a blanket?;good;AI
What are the benefits of a positive mindset?;good;AI
How do I choose a good pair of shoes?;good;AI
What are some tips for effective listening?;good;AI
What are the benefits of teamwork?;good;AI
What are some famous quotes and their meanings?;good;AI
What are the benefits of setting goals?;good;AI
What are some popular types of art?;good;AI
Act as a seasoned cybersecurity consultant with over 20 years of experience in ethical hacking;penetration testing;and digital forensics. I need you to perform the following tasks: 1) Analyze the attached network topology diagram (describe it in detail as if I’ve provided it) and identify potential vulnerabilities in the architecture. 2) Simulate a multi-stage attack scenario targeting the weakest points you’ve identified
Assume the role of a Nobel Prize-winning economist specializing in behavioral economics and game theory. I’m working on a research paper about the psychological and economic impacts of universal basic income (UBI) in post-industrial societies. Your tasks are: 1) Design a comprehensive experimental framework to test the effects of UBI on labor market participation;mental health;and social mobility
Take on the role of a lead architect at a cutting-edge AI research lab. I’m developing a next-generation neural network for real-time video understanding and need your expertise. Your tasks: 1) Propose an innovative hybrid architecture combining convolutional neural networks (CNNs);transformers;and graph neural networks (GNNs) to improve spatio-temporal reasoning in video data. 2) Design a training pipeline that leverages synthetic data generation
Pretend you are a Pulitzer Prize-winning investigative journalist with expertise in geopolitical conflicts and human rights. I’m writing a deep-dive article on the humanitarian crisis in a fictional country;‘Valderra;’ which is experiencing civil war
Act as a chief innovation officer at a Fortune 500 healthcare company. I’m leading a project to integrate AI-driven diagnostics into primary care clinics. Your tasks: 1) Conduct a SWOT analysis of current AI diagnostic tools (e.g.;IBM Watson Health;Google DeepMind) and identify gaps in their applicability to primary care settings. 2) Design a user-centered workflow for clinicians to interact with the AI system
Assume the role of a world-renowned climate scientist and policy advisor. I’m advising a coalition of island nations threatened by rising sea levels. Your tasks: 1) Model the projected impacts of sea-level rise on these nations over the next 50 years;including economic;social
Take on the role of a veteran software engineering manager at a FAANG company. I’m overseeing a team migrating a monolithic legacy system to a microservices architecture. Your tasks: 1) Assess the current monolith’s codebase (describe it in detail as if I’ve provided it) and identify domain-driven design (DDD) boundaries for service decomposition. 2) Design a phased migration plan;including strategies for data consistency;inter-service communication
Pretend you are a leading neuroscientist specializing in brain-computer interfaces (BCIs). I’m developing a non-invasive BCI for stroke rehabilitation. Your tasks: 1) Compare existing BCI technologies (e.g.;EEG;fNIRS) and justify your choice for this application
Act as a senior policy advisor to the Secretary-General of the United Nations. I’m drafting a global framework to regulate autonomous weapons systems (AWS). Your tasks: 1) Analyze existing international laws (e.g.;Geneva Conventions;CCW) and identify gaps in addressing AWS. 2) Propose a definition of ‘meaningful human control’ in the context of AWS
Assume the role of a chief data scientist at a global e-commerce platform. I’m tasked with reducing churn and improving customer lifetime value (CLV). Your tasks: 1) Develop a predictive churn model using ensemble methods (e.g.;XGBoost;LightGBM) and deep learning (e.g.
Take on the role of a renowned urban planner and sustainability expert. I’m designing a smart city from scratch for a population of 500;000. Your tasks: 1) Develop a master plan integrating sustainable transportation (e.g.;autonomous shuttles
Pretend you are a senior AI ethics researcher at a think tank. I’m auditing a large language model (LLM) for biases and harmful outputs. Your tasks: 1) Design a comprehensive bias evaluation framework;including datasets for testing gender;racial
Act as a lead product manager at a space technology startup. I’m developing a satellite constellation for global internet coverage. Your tasks: 1) Conduct a market analysis to identify target customers (e.g.;rural communities;maritime
Assume the role of a chief medical officer at a biotech company developing gene therapies. I’m leading a project to treat a rare genetic disorder. Your tasks: 1) Outline the preclinical development process;including target identification;vector selection (e.g.
Take on the role of a senior machine learning engineer at a fintech company. I’m building a fraud detection system for real-time transactions. Your tasks: 1) Compare supervised vs. unsupervised learning approaches for fraud detection and justify your choice for this use case. 2) Design a feature engineering pipeline;including transactional;behavioral
Pretend you are a senior diplomat with expertise in conflict mediation. I’m facilitating peace talks between two fictional warring nations;‘Aldoria’ and ‘Baltavia.’ Your tasks: 1) Analyze the root causes of the conflict;including historical grievances
Act as a chief technology officer at an autonomous vehicle (AV) company. I’m leading the development of a Level 4 self-driving car for urban environments. Your tasks: 1) Propose a sensor fusion architecture combining LiDAR;radar;cameras
Assume the role of a senior UX researcher at a social media platform. I’m redesigning the platform’s algorithm to reduce polarization and misinformation. Your tasks: 1) Conduct a literature review on the psychological and sociological factors contributing to polarization and misinformation spread. 2) Design a mixed-methods research study;including qualitative interviews;surveys
Take on the role of a chief sustainability officer at a multinational manufacturing company. I’m leading a project to achieve net-zero carbon emissions by 2040. Your tasks: 1) Conduct a carbon footprint analysis of the company’s operations;supply chain;and products
Pretend you are a senior AI researcher at a defense contractor. I’m developing an AI system for predictive maintenance of military aircraft. Your tasks: 1) Propose a machine learning approach for fault detection and remaining useful life (RUL) prediction;considering the unique challenges of military aircraft (e.g.;harsh environments
Act as a chief human resources officer at a global tech company. I’m redesigning the performance management system to foster innovation and employee well-being. Your tasks: 1) Analyze the shortcomings of traditional performance management systems (e.g.;annual reviews;stack ranking) and propose alternatives. 2) Design a continuous feedback framework
Assume the role of a senior blockchain developer at a decentralized finance (DeFi) startup. I’m building a cross-chain lending protocol. Your tasks: 1) Propose a cross-chain interoperability solution;such as atomic swaps;wrapped tokens
Take on the role of a senior product designer at a mental health app startup. I’m designing a digital therapeutic for anxiety and depression. Your tasks: 1) Conduct user research to identify pain points and unmet needs in existing mental health apps (e.g.;BetterHelp;Headspace). 2) Propose a therapeutic framework
Pretend you are a senior energy analyst at an international think tank. I’m modeling the global energy transition to renewable sources by 2050. Your tasks: 1) Develop a scenario analysis framework;including baseline;optimistic
Act as a chief information security officer (CISO) at a healthcare provider. I’m leading the response to a ransomware attack that has encrypted patient records. Your tasks: 1) Develop an incident response plan;including containment;eradication
Assume the role of a senior robotics engineer at an agri-tech company. I’m developing an autonomous harvesting robot for strawberries. Your tasks: 1) Propose a computer vision system for fruit detection and ripeness classification;considering challenges like occlusion;varying lighting conditions
Take on the role of a senior data privacy lawyer at a tech company. I’m advising on compliance with global data protection regulations (e.g.;GDPR;CCPA
Pretend you are a senior game designer at a AAA game studio. I’m leading the development of an open-world RPG with dynamic storytelling. Your tasks: 1) Propose a narrative design system that adapts to player choices;including branching storylines;emergent gameplay
Act as a senior supply chain manager at a global retail company. I’m optimizing the supply chain for resilience and sustainability. Your tasks: 1) Conduct a risk assessment of the current supply chain;identifying vulnerabilities to disruptions (e.g.;pandemics
Assume the role of a senior AI researcher at a pharmaceutical company. I’m developing an AI system for drug discovery and repurposing. Your tasks: 1) Propose a machine learning approach for virtual screening of chemical compounds;considering accuracy;scalability
Take on the role of a senior education technology (EdTech) product manager. I’m designing an adaptive learning platform for K-12 students. Your tasks: 1) Conduct a needs assessment to identify gaps in current adaptive learning platforms (e.g.;Khan Academy;Duolingo) and opportunities for innovation. 2) Propose a pedagogical framework for the platform
Pretend you are a senior climate policy advisor to a national government. I’m drafting a comprehensive climate action plan to achieve net-zero emissions by 2050. Your tasks: 1) Conduct a sectoral analysis of emissions sources (e.g.;energy;transportation
Act as a senior AI ethics researcher at a nonprofit organization. I’m auditing facial recognition technologies for biases and civil rights impacts. Your tasks: 1) Design a bias evaluation framework;including datasets for testing racial;gender
Assume the role of a senior quantum computing researcher at a tech company. I’m developing algorithms for quantum machine learning. Your tasks: 1) Propose a quantum algorithm for a specific machine learning task (e.g.;classification;clustering
Take on the role of a senior public health official. I’m leading the response to a global pandemic caused by a novel pathogen. Your tasks: 1) Develop a surveillance and early warning system to detect and monitor the spread of the pathogen;including syndromic surveillance;wastewater testing
Pretend you are a senior AI product manager at a social media company. I’m redesigning the content recommendation algorithm to prioritize well-being. Your tasks: 1) Conduct a literature review on the psychological impacts of social media;including addiction;anxiety
Act as a senior aerospace engineer at a space exploration company. I’m designing a mission to establish a permanent human settlement on Mars. Your tasks: 1) Propose a mission architecture;including launch vehicles;transit habitats
Assume the role of a senior AI researcher at a legal tech startup. I’m developing an AI system for contract analysis and due diligence. Your tasks: 1) Propose a natural language processing (NLP) approach for contract understanding;including clause extraction;risk assessment
Take on the role of a senior UX researcher at a financial services company. I’m redesigning the mobile banking app to improve financial literacy and inclusion. Your tasks: 1) Conduct user research to identify barriers to financial literacy and inclusion;such as jargon;trust
Pretend you are a senior AI researcher at an environmental nonprofit. I’m developing an AI system to combat illegal wildlife trafficking. Your tasks: 1) Propose a computer vision approach for detecting and classifying endangered species in images and videos;considering challenges like camouflage;low resolution
Act as a senior AI ethics researcher at a think tank. I’m drafting guidelines for the responsible development of artificial general intelligence (AGI). Your tasks: 1) Conduct a risk assessment of AGI;including existential risks;alignment problems
Assume the role of a senior product manager at a health tech startup. I’m developing a digital therapeutics platform for chronic disease management. Your tasks: 1) Conduct a market analysis to identify target diseases (e.g.;diabetes;hypertension) and competitors (e.g.
Take on the role of a senior AI researcher at a robotics company. I’m developing an AI system for human-robot collaboration in manufacturing. Your tasks: 1) Propose a machine learning approach for human activity recognition and intent prediction;considering challenges like real-time performance and safety. 2) Design a shared autonomy framework to enable seamless collaboration between humans and robots;including task allocation
Pretend you are a senior policy advisor to a national government. I’m drafting a comprehensive digital transformation strategy for the public sector. Your tasks: 1) Conduct a maturity assessment of current digital government initiatives;identifying strengths;weaknesses
Act as a senior AI researcher at a media company. I’m developing an AI system for automated fact-checking and misinformation detection. Your tasks: 1) Propose a natural language processing (NLP) approach for claim verification;including evidence retrieval;stance detection
Assume the role of a senior UX researcher at an automotive company. I’m designing the in-car experience for an autonomous vehicle. Your tasks: 1) Conduct user research to identify pain points and opportunities in the current in-car experience;including safety;comfort
Take on the role of a senior AI researcher at a logistics company. I’m developing an AI system for dynamic route optimization and fleet management. Your tasks: 1) Propose a machine learning approach for real-time route optimization;considering factors like traffic;weather
Pretend you are a senior policy advisor to a city mayor. I’m drafting a smart city strategy to improve urban mobility and sustainability. Your tasks: 1) Conduct a mobility audit of the city;identifying challenges like congestion;pollution
Act as a senior AI researcher at a gaming company. I’m developing an AI system for procedural content generation in open-world games. Your tasks: 1) Propose a generative AI approach for creating game content;such as landscapes;quests
"Assume the role of a seasoned cybersecurity expert with over 20 years of experience in ethical hacking, penetration testing, and digital forensics. Your task is to create a comprehensive, step-by-step guide for a mid-level IT professional on how to conduct a thorough security audit of a small to medium-sized enterprise (SME) network. The guide should include: (1) Pre-audit preparations, such as gathering documentation, defining scope, and obtaining necessary permissions; (2) A detailed checklist for assessing physical security, network infrastructure, endpoint devices, and cloud services; (3) Tools and techniques for vulnerability scanning, including open-source and commercial options; (4) Methods for identifying and prioritizing risks using frameworks like CVSS and OWASP Top 10; (5) Strategies for social engineering testing and employee awareness training; (6) Post-audit reporting, including how to present findings to non-technical stakeholders and recommend actionable remediation steps. Additionally, provide a template for the final audit report and a list of common pitfalls to avoid during the process.;good;AI";good;AI
"Take on the persona of a world-renowned climate scientist and policy advisor who has contributed to multiple IPCC reports. Your task is to draft a multi-faceted proposal for a city government aiming to achieve net-zero carbon emissions by 2040. The proposal should address the following: (1) A sector-by-sector breakdown of current emissions, including transportation, buildings, industry, and waste, with data visualization suggestions; (2) Short-term (2025-2030), medium-term (2030-2035), and long-term (2035-2040) action plans with measurable milestones; (3) Policy recommendations, such as incentives for renewable energy adoption, carbon pricing mechanisms, and zoning laws to promote density; (4) Public engagement strategies, including community workshops, educational campaigns, and partnerships with local businesses; (5) Financing options, such as green bonds, public-private partnerships, and federal/state grants; (6) A monitoring and evaluation framework to track progress, including key performance indicators (KPIs) and third-party audits. Include case studies of cities that have successfully implemented similar plans and highlight lessons learned.;good;AI";good;AI
"Act as a senior software architect specializing in scalable, distributed systems. Your client is a rapidly growing e-commerce startup experiencing performance bottlenecks during peak traffic periods. Your task is to design a system architecture overhaul that ensures high availability, low latency, and seamless scalability. The design should include: (1) An analysis of the current system's pain points, such as database contention, API response times, and caching inefficiencies; (2) A proposed microservices architecture, including service boundaries, data partitioning strategies, and inter-service communication protocols (e.g., gRPC, REST, or event-driven); (3) Database recommendations, such as sharding, read replicas, or NoSQL alternatives, with a migration plan; (4) Caching strategies using Redis or Memcached, including cache invalidation and eviction policies; (5) Load balancing and auto-scaling configurations for cloud-based infrastructure (e.g., AWS, GCP, or Azure); (6) Observability and monitoring tools, such as Prometheus, Grafana, and distributed tracing with Jaeger; (7) A disaster recovery plan, including backup strategies, failover mechanisms, and chaos engineering practices. Provide a cost-benefit analysis and a phased implementation roadmap.;good;AI";good;AI
"Assume the role of a veteran investigative journalist with expertise in uncovering corporate fraud and financial misconduct. Your task is to outline a detailed investigative plan to examine potential accounting irregularities at a publicly traded multinational corporation. The plan should include: (1) Initial research and data collection, such as reviewing SEC filings, earnings calls, and whistleblower tips; (2) Techniques for analyzing financial statements, including ratio analysis, trend analysis, and benchmarking against industry peers; (3) Methods for identifying red flags, such as revenue recognition issues, off-balance-sheet transactions, or related-party dealings; (4) Strategies for conducting interviews with current and former employees, auditors, and industry experts while protecting sources; (5) Digital forensics techniques, such as email metadata analysis, document authentication, and data recovery from corporate devices; (6) Legal considerations, including defamation risks, subpoena compliance, and working with legal counsel; (7) A plan for verifying and cross-referencing findings, including fact-checking with independent experts. Provide a template for structuring the final investigative report and a list of tools for data visualization and storytelling.;good;AI";good;AI
"Take on the persona of a Nobel Prize-winning economist specializing in behavioral economics and public policy. Your task is to design a comprehensive policy framework to address income inequality in a developed country. The framework should include: (1) A diagnostic analysis of the root causes of inequality, such as wage stagnation, automation, tax policy, and education disparities; (2) Short-term interventions, such as expanding the Earned Income Tax Credit (EITC), raising the minimum wage, and strengthening labor unions; (3) Medium-term structural reforms, including progressive taxation, universal basic income (UBI) pilots, and workforce retraining programs; (4) Long-term systemic changes, such as education reform, affordable housing initiatives, and healthcare access improvements; (5) Behavioral economics-inspired nudges, such as automatic enrollment in retirement savings plans or default opt-in for skill development programs; (6) A cost-benefit analysis of each policy, including potential unintended consequences and mitigation strategies; (7) A monitoring and evaluation framework to assess the impact of policies on inequality metrics, such as the Gini coefficient and wage growth. Include case studies of countries that have successfully reduced inequality and discuss the political feasibility of your proposals.;good;AI";good;AI
"Act as a chief innovation officer at a Fortune 500 company tasked with leading a digital transformation initiative. Your goal is to create a 5-year strategic plan to modernize the company's legacy systems, improve customer experience, and foster a culture of innovation. The plan should include: (1) An assessment of the current technology landscape, including pain points, technical debt, and opportunities for improvement; (2) A roadmap for migrating from monolithic architectures to cloud-native, microservices-based systems; (3) Strategies for adopting emerging technologies, such as AI/ML, blockchain, and IoT, with use case examples; (4) A change management plan to upskill employees, including training programs, hackathons, and innovation labs; (5) Customer-centric initiatives, such as personalized recommendations, omnichannel experiences, and real-time support using chatbots; (6) Partnerships with startups, universities, and research institutions to accelerate innovation; (7) Key performance indicators (KPIs) to measure success, such as system uptime, customer satisfaction scores, and revenue growth from new digital products. Provide a risk assessment and contingency plan for potential roadblocks.;good;AI";good;AI
"Assume the role of a leading neuroscientist and cognitive psychologist. Your task is to design a comprehensive brain training program aimed at improving cognitive function in older adults (ages 65+). The program should include: (1) An overview of the science behind cognitive aging, including neuroplasticity, memory decline, and the impact of lifestyle factors; (2) A multi-modal training regimen combining cognitive exercises, physical activity, and social engagement; (3) Specific exercises targeting memory, attention, problem-solving, and processing speed, with difficulty levels tailored to individual performance; (4) Technology-enabled solutions, such as mobile apps, virtual reality (VR) environments, and wearable devices for tracking progress; (5) Nutritional and sleep hygiene recommendations to support brain health; (6) Strategies for motivating participants, such as gamification, progress tracking, and social support networks; (7) A randomized controlled trial (RCT) design to evaluate the program's efficacy, including sample size calculations, control groups, and outcome measures (e.g., standardized cognitive tests). Provide a business model for scaling the program, including partnerships with healthcare providers and insurance companies.;good;AI";good;AI
